Rank,Symbol,Series,PrevClose,IEP_Open,Change,ChangePct,FinalQty,Turnover_Cr
1896,SANOFI,EQ,3235.8,3235.8,0.0,0.0,4,0.0
1897,TATAINVEST,EQ,667.85,667.85,0.0,0.0,1615,0.0
1898,RAMCOCEM,EQ,943.25,943.25,0.0,0.0,20,0.0
1899,VTL,EQ,613.75,613.75,0.0,0.0,935,0.0
1900,UTIAMC,EQ,970.0,970.0,0.0,0.0,185,0.0
1901,TANLA,EQ,523.0,523.0,0.0,0.0,1661,0.0
1902,JKTYRE,EQ,384.15,384.15,0.0,0.0,2961,0.0
1903,APLLTD,EQ,768.15,768.15,0.0,0.0,99,0.0
1904,GABRIEL,EQ,1098.7,1098.7,0.0,0.0,529,0.0
1905,ASHOKLEY,EQ,155.95,155.95,0.0,0.0,20341,0.0
1906,CHEMCON,EQ,165.55,165.55,0.0,0.0,220,0.0
1907,FMGOETZE,EQ,443.4,443.4,0.0,0.0,231,0.0
1908,NAVNETEDUL,EQ,141.68,141.68,0.0,0.0,75,0.0
1909,PATELENG,EQ,26.76,26.76,0.0,0.0,9827,0.0
1910,JKPAPER,EQ,391.1,391.1,0.0,0.0,579,0.0
1911,INDOAMIN,EQ,115.4,115.4,0.0,0.0,83,0.0
1912,DELHIVERY,EQ,464.7,464.7,0.0,0.0,6349,0.0
1913,HIMATSEIDE,EQ,79.13,79.13,0.0,0.0,62,0.0
1914,TITAGARH,EQ,774.2,774.2,0.0,0.0,3315,0.0
1915,REDTAPE,EQ,135.0,135.0,0.0,0.0,4831,0.0
1916,SFL,EQ,556.65,556.65,0.0,0.0,130,0.0
1917,SIS,EQ,373.45,373.45,0.0,0.0,21,0.0
1918,SHAREINDIA,EQ,138.02,138.02,0.0,0.0,821,0.0
1919,RKSWAMY,EQ,88.79,88.79,0.0,0.0,1,0.0
1920,PIDILITIND,EQ,1453.0,1453.0,0.0,0.0,4382,0.0
1921,LXCHEM,EQ,155.59,155.59,0.0,0.0,1734,0.0
1922,MEDIASSIST,EQ,389.0,389.0,0.0,0.0,825,0.0
1923,HCG,EQ,606.35,606.35,0.0,0.0,173,0.0
1924,BSOFT,EQ,331.6,331.6,0.0,0.0,3079,0.0
1925,DCMSRIND,EQ,42.35,42.35,0.0,0.0,12,0.0
1926,INOXWIND,EQ,95.35,95.35,0.0,0.0,32987,0.0
1927,DALBHARAT,EQ,1781.2,1781.2,0.0,0.0,72,0.0
1928,SUPRIYA,EQ,675.8,675.8,0.0,0.0,547,0.0
1929,SUNPHARMA,EQ,1845.7,1845.7,0.0,0.0,3015,0.0
1930,SWARAJENG,EQ,3805.1,3805.0,-0.1,0.0,22,0.0
1931,TATAELXSI,EQ,4082.2,4082.2,0.0,0.0,459,0.0
1932,JAIBALAJI,EQ,82.98,82.98,0.0,0.0,3405,0.0
1933,ICICIPRULI,EQ,541.5,541.5,0.0,0.0,634,0.0
1934,INDIACEM,EQ,390.45,390.45,0.0,0.0,167,0.0
1935,IONEXCHANG,EQ,393.1,393.1,0.0,0.0,175,0.0
1936,CSLFINANCE,EQ,226.8,226.8,0.0,0.0,10,0.0
1937,HATHWAY,EQ,10.55,10.55,0.0,0.0,29088,0.0
1938,HIKAL,EQ,198.68,198.68,0.0,0.0,1369,0.0
1939,DLINKINDIA,EQ,464.0,464.0,0.0,0.0,1106,0.0
1940,NILASPACES,EQ,13.98,13.98,0.0,0.0,1069,0.0
1941,MHRIL,EQ,224.61,224.61,0.0,0.0,155,0.0
1942,NHPC,EQ,76.77,76.77,0.0,0.0,34234,0.0
1943,JAICORPLTD,EQ,111.83,111.83,0.0,0.0,2189,0.0
1944,DMART,EQ,4331.7,4331.7,0.0,0.0,502,0.0
1945,VESUVIUS,EQ,471.75,471.75,0.0,0.0,76,0.0
1946,COROMANDEL,EQ,1872.7,1872.7,0.0,0.0,290,0.0
1947,RADAAN,EQ,3.08,3.08,0.0,0.0,60,0.0
1948,RAMASTEEL,EQ,5.35,5.35,0.0,0.0,29493,0.0
1949,APARINDS,EQ,12459.0,12459.0,0.0,0.0,196,0.0
1950,63MOONS,EQ,662.1,662.1,0.0,0.0,429,0.0
1951,GRANULES,EQ,729.05,729.05,0.0,0.0,1513,0.0
1952,ALLCARGO,EQ,9.33,9.33,0.0,0.0,10722,0.0
1953,JSWENERGY,EQ,517.95,517.95,0.0,0.0,9394,0.0
1954,NESTLEIND,EQ,1468.6,1468.6,0.0,0.0,4168,0.0
1955,ZFCVINDIA,EQ,14651.0,14651.0,0.0,0.0,79,0.0
1956,SAKUMA,BE,1.8,1.8,0.0,0.0,8961,0.0
1957,GATECH,EQ,0.56,0.56,0.0,0.0,309956,0.0
1958,EMIL,EQ,113.53,113.53,0.0,0.0,2735,0.0
1959,JSL,EQ,732.1,732.1,0.0,0.0,383,0.0
1960,SEPC,EQ,7.32,7.32,0.0,0.0,70387,0.0
1961,SHRENIK,BZ,0.39,0.39,0.0,0.0,11019,0.0
1962,MANAKSTEEL,BE,62.65,62.65,0.0,0.0,1,0.0
1963,BOSCHLTD,EQ,36510.0,36510.0,0.0,0.0,25,0.0
1964,HERITGFOOD,EQ,350.8,350.8,0.0,0.0,1901,0.0
1965,TOLINS,EQ,102.52,102.52,0.0,0.0,171,0.0
1966,BESTAGRO,EQ,17.79,17.79,0.0,0.0,462,0.0
1967,IMFA,EQ,1450.2,1450.2,0.0,0.0,235,0.0
1968,MANORG,EQ,583.95,583.95,0.0,0.0,25,0.0
1969,AHCL,EQ,13.39,13.39,0.0,0.0,6507,0.0
1970,ANANTAM,IV,109.1,109.1,0.0,0.0,149,0.0
1971,FISCHER,EQ,35.3,35.3,0.0,0.0,1525,0.0
1972,DISHTV,BE,3.6,3.6,0.0,0.0,12673,0.0
1973,VISHNU,EQ,575.75,575.75,0.0,0.0,267,0.0
1974,EFCIL,EQ,180.05,180.05,0.0,0.0,914,0.0
1975,TPHQ,EQ,0.56,0.56,0.0,0.0,22861,0.0
1976,TVSSCS,BE,113.13,113.13,0.0,0.0,1235,0.0
1977,ADVENZYMES,EQ,369.8,369.8,0.0,0.0,1149,0.0
1978,EXCELSOFT,EQ,84.69,84.69,0.0,0.0,1105,0.0
1979,NGLFINE,EQ,2188.6,2188.6,0.0,0.0,55,0.0
1980,ADVANCE,EQ,106.24,106.24,0.0,0.0,425,0.0
1981,FRACTAL,EQ,1033.95,1033.95,0.0,0.0,7064,0.0
1982,CRAMC,EQ,244.2,244.2,0.0,0.0,889,0.0
1983,LANDSMILL,EQ,0.9,0.9,0.0,0.0,37143,0.0
1984,PRITI,BE,44.12,44.12,0.0,0.0,140,0.0
1985,VITAL,BE,59.0,59.0,0.0,0.0,1,0.0
1986,SARVESHWAR,BE,3.76,3.76,0.0,0.0,7581,0.0
1987,DSFCL,EQ,27.31,27.31,0.0,0.0,5,0.0
1988,SEDEMAC,EQ,1974.4,1974.4,0.0,0.0,1111,0.0
1989,ICICIAMC,EQ,3183.9,3183.9,0.0,0.0,384,0.0
1990,FRONTSP,EQ,1636.2,1636.2,0.0,0.0,277,0.0
1991,CONTROLPR,EQ,636.45,636.45,0.0,0.0,310,0.0
1992,CEREBRAINT,BZ,4.24,4.24,0.0,0.0,11309,0.0
1993,FCSSOFT,BE,1.63,1.63,0.0,0.0,5704,0.0
1994,PARKHOSPS,EQ,246.33,246.33,0.0,0.0,2944,0.0
1995,RCOM,BE,0.91,0.91,0.0,0.0,54282,0.0
1996,ARVSMART,EQ,592.25,592.25,0.0,0.0,25,0.0
1997,PFOCUS,BE,288.8,288.8,0.0,0.0,145,0.0
1998,ALOKINDS,EQ,13.57,13.57,0.0,0.0,2137,0.0
1999,ADVAIT,EQ,1908.6,1908.6,0.0,0.0,129,0.0
2000,WELSPLSOL,EQ,41.31,41.31,0.0,0.0,50,0.0
2001,HBESD,EQ,77.9,77.9,0.0,0.0,1,0.0
2002,ABCOTS,EQ,225.13,225.13,0.0,0.0,100,0.0
2003,VIKASECO,BE,1.36,1.36,0.0,0.0,5623,0.0
2004,ELPROINTL,EQ,165.99,165.99,0.0,0.0,240,0.0
2005,GSS,BE,13.51,13.51,0.0,0.0,100,0.0
2006,EMMVEE,EQ,264.25,264.25,0.0,0.0,5040,0.0
2007,HILTON,EQ,22.08,22.08,0.0,0.0,25,0.0
2008,ACCURACY,BE,5.45,5.45,0.0,0.0,5640,0.0
2009,MBLINFRA,BE,25.5,25.5,0.0,0.0,94,0.0
2010,SHRIKRISH,EQ,42.37,42.37,0.0,0.0,2,0.0
2011,ERIS,EQ,1357.6,1357.6,0.0,0.0,7,0.0
2012,SHIVAMAUTO,BE,19.26,19.26,0.0,0.0,1,0.0
