Rank,Symbol,Series,PrevClose,IEP_Open,Change,ChangePct,FinalQty,Turnover_Cr
1,CONNPLEX,SM,271.85,237.0,-34.85,-12.82,15200,0.0
2,TEXRAIL,EQ,105.71,115.0,9.29,8.79,260752,0.0
3,FMNL,EQ,9.67,10.49,0.82,8.48,103,0.0
4,KEEPLEARN,EQ,1.94,2.1,0.16,8.25,51,0.0
5,HEMIPROP,EQ,149.09,160.53,11.44,7.67,136965,0.0
6,NEULANDLAB,EQ,17003.0,18305.0,1302.0,7.66,11961,0.0
7,COHANCE,EQ,484.65,448.3,-36.35,-7.5,66645,0.0
8,SBGLP,EQ,26.41,24.5,-1.91,-7.23,1200,0.0
9,LAMBODHARA,EQ,105.42,98.0,-7.42,-7.04,9713,0.0
10,ASTAR,EQ,663.65,710.0,46.35,6.98,1,0.0
11,UEL,EQ,144.07,154.0,9.93,6.89,2,0.0
12,DAMODARIND,EQ,29.94,32.0,2.06,6.88,101,0.0
13,TATAPOWER,EQ,418.4,391.0,-27.4,-6.55,262549,0.0
14,ALBERTDAVD,EQ,781.1,730.0,-51.1,-6.54,1791,0.0
15,TEXINFRA,EQ,99.66,105.85,6.19,6.21,11210,0.0
16,IIFL,EQ,445.7,473.0,27.3,6.13,116654,0.0
17,TECILCHEM,EQ,11.98,12.7,0.72,6.01,9,0.0
18,KROSS,EQ,203.08,215.0,11.92,5.87,30933,0.0
19,MENNPIS,EQ,57.62,60.87,3.25,5.64,35,0.0
20,GTLINFRA,EQ,1.28,1.35,0.07,5.47,2741331,0.0
21,MERCANTILE,EQ,27.53,28.99,1.46,5.3,4,0.0
22,FOSECOIND,EQ,4803.8,5050.0,246.2,5.13,142,0.0
23,GUJRAFFIA,EQ,38.04,36.1,-1.94,-5.1,1166,0.0
24,MMWL,EQ,13.54,12.86,-0.68,-5.02,6457,0.0
25,SEMAC,EQ,373.0,391.65,18.65,5.0,1105,0.0
26,ABMINTLLTD,BE,39.6,41.58,1.98,5.0,11,0.0
27,HOACFOODS,SM,489.4,464.95,-24.45,-5.0,375,0.0
28,SILVERTUC,EQ,147.68,140.3,-7.38,-5.0,16919,0.0
29,OMAXAUTO,BE,218.32,207.41,-10.91,-5.0,5875,0.0
30,VASCONEQ,BE,37.61,35.73,-1.88,-5.0,19266,0.0
31,GTL,BE,7.6,7.22,-0.38,-5.0,2500,0.0
32,E2E,BE,3425.1,3253.9,-171.2,-5.0,857,0.0
33,AHLWEST,BE,508.75,534.15,25.4,4.99,121,0.0
34,POSITRON,ST,220.3,209.3,-11.0,-4.99,1200,0.0
35,TAKE,BE,29.84,28.35,-1.49,-4.99,123621,0.0
36,VINEETLAB,BE,36.47,34.65,-1.82,-4.99,2398,0.0
37,ABANSENT,BE,35.29,33.53,-1.76,-4.99,1906,0.0
38,PLAZACABLE,BE,54.66,51.93,-2.73,-4.99,10258,0.0
39,CALSOFT,BE,26.51,27.83,1.32,4.98,102644,0.0
40,UNIHEALTH,ST,438.35,460.1,21.75,4.96,500,0.0
41,GRADIENTE,BE,8.07,7.67,-0.4,-4.96,38,0.0
42,GOLDENTOBC,BZ,26.68,28.0,1.32,4.95,17,0.0
43,PARSVNATH,BE,6.28,5.97,-0.31,-4.94,218238,0.0
44,TRU,EQ,6.33,6.64,0.31,4.9,178,0.0
45,AAKASH,BE,8.39,8.8,0.41,4.89,30511,0.0
46,TRF,EQ,259.55,246.85,-12.7,-4.89,495,0.0
47,ANKITMETAL,BZ,1.64,1.72,0.08,4.88,222,0.0
48,JYOTIGLOBL,ST,51.3,48.8,-2.5,-4.87,2000,0.0
49,PEARLPOLY,BE,19.97,19.0,-0.97,-4.86,167,0.0
50,TAALTECH,EQ,2851.7,2990.0,138.3,4.85,1,0.0
51,VIJIFIN,BE,4.12,3.92,-0.2,-4.85,992,0.0
52,WEALTH,EQ,905.2,949.0,43.8,4.84,2,0.0
53,GURUNANAK,ST,40.3,38.35,-1.95,-4.84,1600,0.0
54,KSHITIJPOL,BE,4.56,4.34,-0.22,-4.82,122228,0.0
55,ROLLT,BE,2.3,2.19,-0.11,-4.78,16292,0.0
56,THOMASCOOK,EQ,93.43,89.0,-4.43,-4.74,48824,0.0
57,GSTL,ST,22.15,21.1,-1.05,-4.74,6000,0.0
58,VALUE360,ST,78.2,74.5,-3.7,-4.73,129600,0.0
59,SIGMAADV,BE,336.45,320.55,-15.9,-4.73,9649,0.0
60,ARTNIRMAN,BE,39.92,41.8,1.88,4.71,1,0.0
61,SVPGLOB,BE,4.25,4.05,-0.2,-4.71,2686,0.0
62,INNOMET,ST,109.65,104.5,-5.15,-4.7,2400,0.0
63,HEADSUP,EQ,7.57,7.22,-0.35,-4.62,25,0.0
64,SIGIND,EQ,49.16,51.4,2.24,4.56,200,0.0
65,SUVIDHAA,BE,2.85,2.98,0.13,4.56,15000,0.0
66,PATINTLOG,EQ,11.96,12.5,0.54,4.52,13808,0.0
67,RVTH,EQ,705.95,674.2,-31.75,-4.5,1,0.0
68,JINDALPHOT,EQ,1041.6,1088.0,46.4,4.45,3,0.0
69,BUTTERFLY,EQ,708.6,740.0,31.4,4.43,10061,0.0
70,RHFL,BZ,2.28,2.38,0.1,4.39,8732,0.0
71,SPECTRUM,EQ,1417.8,1355.5,-62.3,-4.39,8,0.0
72,KHAITANLTD,BE,144.62,150.96,6.34,4.38,730,0.0
73,SANWARIA,BZ,0.23,0.24,0.01,4.35,3069,0.0
74,DBSTOCKBRO,EQ,27.17,26.0,-1.17,-4.31,14478,0.0
75,BIRLACABLE,BE,182.94,175.05,-7.89,-4.31,810,0.0
76,STOVEKRAFT,EQ,563.45,587.45,24.0,4.26,24936,0.0
77,BASML,EQ,23.87,24.87,1.0,4.19,1,0.0
78,HPAL,EQ,41.03,39.31,-1.72,-4.19,15369,0.0
79,GENCON,EQ,39.64,41.28,1.64,4.14,16,0.0
80,SUPREMEENG,BZ,0.97,1.01,0.04,4.12,9148,0.0
81,MADHUCON,BE,5.58,5.35,-0.23,-4.12,1407,0.0
82,SURANASOL,EQ,26.89,27.99,1.1,4.09,1895,0.0
83,AKSHAR,EQ,0.49,0.51,0.02,4.08,1001,0.0
84,MICEL,EQ,49.71,47.69,-2.02,-4.06,84689,0.0
85,GATECHDVR,EQ,0.5,0.52,0.02,4.0,15634,0.0
86,FILATFASH,BE,0.25,0.24,-0.01,-4.0,871016,0.0
87,AKI,EQ,4.76,4.95,0.19,3.99,1000,0.0
88,VIDYAWIRES,EQ,93.73,90.0,-3.73,-3.98,83236,0.0
89,ELITECON,EQ,33.55,34.88,1.33,3.96,101279,0.0
90,HARDWYN,EQ,23.07,23.98,0.91,3.94,23710,0.0
91,EUROBOND,EQ,180.81,187.9,7.09,3.92,244,0.0
92,SUBEXLTD,BE,10.97,11.4,0.43,3.92,65472,0.0
93,SCPL,BE,425.8,409.1,-16.7,-3.92,40,0.0
94,SAKHTISUG,EQ,17.98,18.68,0.7,3.89,1,0.0
95,WEWIN,BE,66.79,64.2,-2.59,-3.88,201,0.0
96,SCHNEIDER,BE,1265.2,1217.0,-48.2,-3.81,2578,0.0
97,ANONDITA,SM,961.5,925.0,-36.5,-3.8,200,0.0
98,OCCLLTD,EQ,95.37,98.98,3.61,3.79,1,0.0
99,PUNJABCHEM,EQ,1095.5,1137.0,41.5,3.79,10,0.0
100,ZENITHSTL,EQ,6.1,6.33,0.23,3.77,1500,0.0
101,IRISDOREME,EQ,36.38,35.01,-1.37,-3.77,100,0.0
102,EMPOWER,BE,2.69,2.79,0.1,3.72,114211,0.0
103,NORBTEAEXP,EQ,76.16,78.99,2.83,3.72,1,0.0
104,TORNTPOWER,EQ,1597.6,1538.2,-59.4,-3.72,4558,0.0
105,NRAIL,EQ,482.25,500.0,17.75,3.68,2,0.0
106,IMPEXFERRO,BZ,1.64,1.7,0.06,3.66,502,0.0
107,RAJESHEXPO,BZ,111.26,107.2,-4.06,-3.65,1725,0.0
108,TEXMOPIPES,EQ,43.84,42.25,-1.59,-3.63,1755,0.0
109,ATLANTAA,EQ,40.1,38.65,-1.45,-3.62,500,0.0
110,PNGJL,EQ,627.3,605.0,-22.3,-3.55,8367,0.0
111,ASAL,EQ,491.3,508.7,17.4,3.54,2001,0.0
112,AMBICAAGAR,EQ,24.04,23.2,-0.84,-3.49,2003,0.0
113,HECPROJECT,EQ,114.74,110.76,-3.98,-3.47,376,0.0
114,RELIGARE,EQ,222.3,230.0,7.7,3.46,89936,0.0
115,BERGEPAINT,EQ,488.1,505.0,16.9,3.46,15663,0.0
116,RKDL,EQ,20.78,20.06,-0.72,-3.46,100,0.0
117,CELLECOR,ST,40.45,39.05,-1.4,-3.46,3000,0.0
118,RAJINDLTD,SM,72.5,75.0,2.5,3.45,4500,0.0
119,BALAXI,BE,27.08,26.15,-0.93,-3.43,105,0.0
120,ALKALI,EQ,63.8,65.98,2.18,3.42,1,0.0
121,ZFSTEERING,EQ,759.05,785.0,25.95,3.42,6,0.0
122,PUSHPA,SM,126.3,122.0,-4.3,-3.4,2000,0.0
123,RAJTV,EQ,22.68,23.44,0.76,3.35,1,0.0
124,WILLAMAGOR,EQ,28.05,27.11,-0.94,-3.35,1,0.0
125,TICL,EQ,23.33,22.55,-0.78,-3.34,1177,0.0
126,FLFL,BZ,1.8,1.86,0.06,3.33,1,0.0
127,JHS,BE,8.7,8.99,0.29,3.33,110,0.0
128,MODIRUBBER,EQ,138.43,142.99,4.56,3.29,1,0.0
129,INDRAMEDCO,EQ,415.85,402.15,-13.7,-3.29,7170,0.0
130,ROSSTECH,EQ,827.95,855.0,27.05,3.27,1241,0.0
131,AVROIND,EQ,10.25,10.58,0.33,3.22,116,0.0
132,PARKHOTELS,EQ,128.54,124.4,-4.14,-3.22,2840,0.0
133,MOTISONS,EQ,11.84,11.46,-0.38,-3.21,20030,0.0
134,ALICON,EQ,729.5,706.05,-23.45,-3.21,167,0.0
135,BPL,EQ,55.14,56.9,1.76,3.19,102,0.0
136,RUDRA,BE,20.14,19.5,-0.64,-3.18,1600,0.0
137,JINDRILL,EQ,571.8,589.95,18.15,3.17,10980,0.0
138,EXXARO,EQ,6.72,6.93,0.21,3.13,41,0.0
139,FINKURVE,EQ,67.1,65.0,-2.1,-3.13,11,0.0
140,GVPIL,BE,671.3,692.0,20.7,3.08,61963,0.0
141,ABAN,BE,18.81,19.38,0.57,3.03,1778,0.0
142,ATL,EQ,25.08,25.84,0.76,3.03,201,0.0
143,AURIGROW,EQ,0.33,0.32,-0.01,-3.03,564931,0.0
144,SUPREMEPWR,ST,252.65,245.0,-7.65,-3.03,2000,0.0
145,IVC,EQ,7.67,7.9,0.23,3.0,251,0.0
146,SHREERAMA,EQ,44.0,45.32,1.32,3.0,107,0.0
147,KALYANKJIL,EQ,361.8,351.0,-10.8,-2.99,222140,0.0
148,SKFINDUS,EQ,2038.2,2099.0,60.8,2.98,376,0.0
149,PCJEWELLER,EQ,8.47,8.22,-0.25,-2.95,601615,0.0
150,MGEL,EQ,13.28,13.67,0.39,2.94,2012,0.0
151,SCHAND,EQ,168.54,173.5,4.96,2.94,600,0.0
152,VAISHALI,BE,7.14,7.35,0.21,2.94,40,0.0
153,MCX,EQ,3156.9,3249.0,92.1,2.92,59659,0.0
154,SENCO,EQ,312.75,303.65,-9.1,-2.91,32277,0.0
155,SKYGOLD,EQ,475.8,462.0,-13.8,-2.9,19787,0.0
156,GFLLIMITED,EQ,47.33,48.7,1.37,2.89,1000,0.0
157,AMBALALSA,EQ,30.91,31.8,0.89,2.88,50,0.0
158,MAXVOLT,SM,458.2,445.0,-13.2,-2.88,18000,0.0
159,HYUNDAI,EQ,1877.9,1824.0,-53.9,-2.87,8825,0.0
160,RADHIKAJWE,EQ,57.77,56.11,-1.66,-2.87,7738,0.0
161,TRIGYN,EQ,54.82,56.38,1.56,2.85,1,0.0
162,MANAPPURAM,EQ,293.2,301.55,8.35,2.85,87982,0.0
163,GOPAL,EQ,314.05,323.0,8.95,2.85,12978,0.0
164,NDLVENTURE,EQ,118.64,122.0,3.36,2.83,78,0.0
165,MAHAPEXLTD,EQ,52.02,50.55,-1.47,-2.83,20,0.0
166,HINDZINC,EQ,641.9,660.0,18.1,2.82,163142,0.0
167,RATNAVEER,EQ,167.32,172.0,4.68,2.8,22821,0.0
168,MUNJALAU,EQ,87.79,90.25,2.46,2.8,3231,0.0
169,HINDCOPPER,EQ,564.2,580.0,15.8,2.8,92310,0.0
170,THANGAMAYL,EQ,3670.0,3567.7,-102.3,-2.79,1825,0.0
171,DELPHIFX,EQ,11.85,11.52,-0.33,-2.78,9850,0.0
172,NITTAGELA,EQ,1282.6,1318.0,35.4,2.76,40,0.0
173,ABINFRA,EQ,13.75,14.13,0.38,2.76,5073,0.0
174,LEMERITE,EQ,437.9,449.95,12.05,2.75,130,0.0
175,SILGO,EQ,76.09,74.0,-2.09,-2.75,351,0.0
176,RAMAPHO,EQ,132.26,135.89,3.63,2.74,59,0.0
177,RSSOFTWARE,BE,31.87,31.0,-0.87,-2.73,8,0.0
178,PRUDMOULI,EQ,16.5,16.05,-0.45,-2.73,805,0.0
179,SHYAMCENT,EQ,5.51,5.36,-0.15,-2.72,1151,0.0
180,SEL,ST,222.95,229.0,6.05,2.71,200,0.0
181,VERANDA,EQ,214.34,220.1,5.76,2.69,2137,0.0
182,CEINSYS,EQ,1036.1,1064.0,27.9,2.69,2671,0.0
183,KAMOPAINTS,BE,5.21,5.35,0.14,2.69,3245,0.0
184,ASHIKA,EQ,380.75,391.0,10.25,2.69,60,0.0
185,TERASOFT,EQ,333.1,342.0,8.9,2.67,15,0.0
186,FEDDERSHOL,EQ,34.07,33.16,-0.91,-2.67,98,0.0
187,SIGACHI,BE,21.08,20.52,-0.56,-2.66,7282,0.0
188,GEEKAYWIRE,EQ,26.45,25.75,-0.7,-2.65,1304,0.0
189,OAL,EQ,297.9,290.0,-7.9,-2.65,14,0.0
190,MOL,EQ,53.41,52.0,-1.41,-2.64,43567,0.0
191,AVPINFRA,SM,85.2,82.95,-2.25,-2.64,800,0.0
192,SHIVATEX,EQ,167.61,172.0,4.39,2.62,6,0.0
193,MANAKALUCO,EQ,32.45,33.3,0.85,2.62,46,0.0
194,VIVIANA,SM,755.9,775.7,19.8,2.62,1000,0.0
195,SAURASHCEM,EQ,61.38,62.98,1.6,2.61,515,0.0
196,CPEDU,EQ,190.25,185.3,-4.95,-2.6,40,0.0
197,PLATIND,EQ,251.02,257.5,6.48,2.58,2857,0.0
198,BGRENERGY,BE,259.8,253.1,-6.7,-2.58,874,0.0
199,ARFIN,EQ,99.77,102.33,2.56,2.57,12486,0.0
200,ALANKIT,EQ,8.94,8.71,-0.23,-2.57,5101,0.0
201,DREAMFOLKS,EQ,78.12,76.12,-2.0,-2.56,812,0.0
202,BLUEJET,EQ,444.8,456.0,11.2,2.52,971,0.0
203,EFFWA,SM,252.9,246.55,-6.35,-2.51,800,0.0
204,MAYURUNIQ,EQ,600.05,615.0,14.95,2.49,5005,0.0
205,MAHESHWARI,EQ,52.18,53.48,1.3,2.49,4,0.0
206,VGL,EQ,58.54,60.0,1.46,2.49,245,0.0
207,ACCPL,ST,122.25,119.2,-3.05,-2.49,1200,0.0
208,FROG,SM,201.5,206.5,5.0,2.48,400,0.0
209,CUBEXTUB,EQ,95.38,93.01,-2.37,-2.48,4501,0.0
210,NAVKARURB,EQ,0.81,0.83,0.02,2.47,2792,0.0
211,BHANDARI,EQ,3.64,3.73,0.09,2.47,72,0.0
212,MARINE,EQ,217.88,212.5,-5.38,-2.47,5576,0.0
213,SMARTWORKS,EQ,428.4,438.95,10.55,2.46,4,0.0
214,BAJAJHCARE,EQ,292.8,300.0,7.2,2.46,1355,0.0
215,HINDCOMPOS,EQ,447.9,458.9,11.0,2.46,1,0.0
216,IDEA,EQ,11.89,12.18,0.29,2.44,3858123,0.0
217,TCIFINANCE,EQ,14.11,14.45,0.34,2.41,2,0.0
218,LAHOTIOV,EQ,45.89,46.99,1.1,2.4,167,0.0
219,BONLON,EQ,52.59,51.33,-1.26,-2.4,435,0.0
220,BCPL,EQ,80.53,78.61,-1.92,-2.38,133,0.0
221,HALEOSLABS,EQ,1690.1,1730.0,39.9,2.36,5,0.0
222,UNIDT,EQ,214.93,219.96,5.03,2.34,244,0.0
223,TBZ,EQ,134.39,131.25,-3.14,-2.34,7302,0.0
224,GOYALALUM,EQ,6.88,6.72,-0.16,-2.33,1111,0.0
225,OSIAHYPER,BE,4.81,4.7,-0.11,-2.29,7015,0.0
226,TTKHLTCARE,EQ,907.35,928.0,20.65,2.28,10,0.0
227,PREMCO,EQ,396.95,406.0,9.05,2.28,11,0.0
228,SIGMA,EQ,42.98,42.0,-0.98,-2.28,841,0.0
229,AIMTRON,SM,1117.35,1092.0,-25.35,-2.27,2800,0.0
230,VENUSPIPES,EQ,1287.2,1258.0,-29.2,-2.27,1040,0.0
231,VEDL,EQ,305.05,311.95,6.9,2.26,296941,0.0
232,GKENERGY,EQ,121.27,124.0,2.73,2.25,5881,0.0
233,BIRLANU,EQ,1559.1,1524.0,-35.1,-2.25,565,0.0
234,VERTOZ,EQ,48.42,49.5,1.08,2.23,123,0.0
235,CUDML,SM,154.75,151.3,-3.45,-2.23,3000,0.0
236,MITTAL,EQ,0.9,0.92,0.02,2.22,1321,0.0
237,FEL,BZ,0.45,0.46,0.01,2.22,1117,0.0
238,TAC,SM,514.1,525.5,11.4,2.22,3800,0.0
239,DCMSIL,BE,66.06,64.6,-1.46,-2.21,300,0.0
240,ASHOKAMET,EQ,15.9,16.25,0.35,2.2,23,0.0
241,SASKEN,EQ,1840.5,1800.0,-40.5,-2.2,7194,0.0
242,JINDALPOLY,EQ,711.65,696.05,-15.6,-2.19,482,0.0
243,RADIANTCMS,EQ,42.43,41.5,-0.93,-2.19,450,0.0
244,VHLTD,BE,136.85,139.8,2.95,2.16,1,0.0
245,SHANTI,EQ,6.5,6.64,0.14,2.15,1,0.0
246,BORORENEW,EQ,548.1,559.9,11.8,2.15,22986,0.0
247,RUCHIRA,EQ,117.47,119.99,2.52,2.15,151,0.0
248,COMFINTE,EQ,7.9,8.07,0.17,2.15,2078,0.0
249,DPABHUSHAN,EQ,953.5,933.0,-20.5,-2.15,796,0.0
250,FLAIR,EQ,327.0,320.0,-7.0,-2.14,1532,0.0
251,NAZARA,EQ,263.1,268.7,5.6,2.13,66071,0.0
252,PINELABS,EQ,188.01,184.0,-4.01,-2.13,14722,0.0
253,KAKATCEM,BE,124.64,122.0,-2.64,-2.12,4,0.0
254,SVLL,EQ,593.6,581.1,-12.5,-2.11,138,0.0
255,ALPHAGEO,EQ,234.08,239.0,4.92,2.1,10,0.0
256,BROOKS,BE,49.81,50.85,1.04,2.09,161,0.0
257,RBZJEWEL,EQ,133.8,131.0,-2.8,-2.09,1358,0.0
258,DNAMEDIA,EQ,2.9,2.96,0.06,2.07,25,0.0
259,SOUTHBANK,EQ,38.21,39.0,0.79,2.07,94970,0.0
260,ATMASTCO,ST,205.25,201.0,-4.25,-2.07,400,0.0
261,UTSSAV,SM,256.65,251.35,-5.3,-2.07,1800,0.0
262,LOTUSEYE,EQ,114.66,112.3,-2.36,-2.06,2,0.0
263,ADANIENSOL,EQ,1284.3,1257.8,-26.5,-2.06,39859,0.0
264,SUBAHOTELS,SM,133.8,131.05,-2.75,-2.06,1200,0.0
265,SRTL,EQ,45.83,46.77,0.94,2.05,300,0.0
266,ELECON,EQ,502.0,491.7,-10.3,-2.05,3580,0.0
267,CROWN,EQ,131.91,134.6,2.69,2.04,19,0.0
268,MUTHOOTFIN,EQ,3353.4,3421.8,68.4,2.04,9053,0.0
269,PRITIKAUTO,EQ,13.7,13.98,0.28,2.04,1,0.0
270,ANTELOPUS,EQ,719.35,733.95,14.6,2.03,9122,0.0
271,DEN,EQ,26.18,25.65,-0.53,-2.02,13253,0.0
272,MUKTAARTS,EQ,55.91,57.03,1.12,2.0,1,0.0
273,TTKPRESTIG,EQ,528.7,539.25,10.55,2.0,5834,0.0
274,KOTIC,EQ,177.03,180.57,3.54,2.0,1,0.0
275,CORONA,EQ,1631.2,1663.9,32.7,2.0,132,0.0
276,KINGFA,EQ,5261.3,5156.2,-105.1,-2.0,3,0.0
277,BIRLAMONEY,EQ,138.29,135.52,-2.77,-2.0,597,0.0
278,TIGERLOGS,BE,38.06,37.3,-0.76,-2.0,35,0.0
279,PANACHE,BE,362.6,369.8,7.2,1.99,1,0.0
280,ACSTECH,EQ,36.26,36.98,0.72,1.99,1,0.0
281,TREL,EQ,25.58,26.09,0.51,1.99,1,0.0
282,BHAGERIA,EQ,158.65,161.8,3.15,1.99,1,0.0
283,ONWARDTEC,EQ,265.71,271.0,5.29,1.99,1280,0.0
284,VIPCLOTHNG,EQ,23.65,24.12,0.47,1.99,856,0.0
285,PENINLAND,BE,17.09,16.75,-0.34,-1.99,654,0.0
286,SUMIT,BE,46.25,45.33,-0.92,-1.99,1,0.0
287,STEELCITY,EQ,80.2,81.79,1.59,1.98,2,0.0
288,HALDYNGL,EQ,108.45,106.3,-2.15,-1.98,22,0.0
289,INTELLECT,EQ,723.55,737.8,14.25,1.97,7422,0.0
290,OMNI,EQ,402.75,410.7,7.95,1.97,1121,0.0
291,JAYSREETEA,EQ,90.18,91.95,1.77,1.96,1500,0.0
292,VIVIDHA,EQ,0.51,0.52,0.01,1.96,1461,0.0
293,IGCL,EQ,62.64,63.87,1.23,1.96,75,0.0
294,VISASTEEL,EQ,55.6,56.69,1.09,1.96,2772,0.0
295,SIMPLEXINF,EQ,204.01,207.99,3.98,1.95,1,0.0
296,HONDAPOWER,EQ,2186.1,2228.8,42.7,1.95,135,0.0
297,GNRL,EQ,96.02,97.89,1.87,1.95,280,0.0
298,PRIMO,EQ,25.65,25.15,-0.5,-1.95,4000,0.0
299,KKCL,EQ,456.1,464.95,8.85,1.94,18,0.0
300,ASIANPAINT,EQ,2505.5,2554.0,48.5,1.94,8119,0.0
301,ATLANTAELE,EQ,1814.8,1850.0,35.2,1.94,5097,0.0
302,COCKERILL,EQ,5152.5,5252.0,99.5,1.93,1,0.0
303,PROZONER,EQ,49.81,48.85,-0.96,-1.93,714,0.0
304,PVRINOX,EQ,1014.6,995.0,-19.6,-1.93,2867,0.0
305,UNIINFO,BE,11.99,12.22,0.23,1.92,2,0.0
306,DYCL,EQ,328.7,335.0,6.3,1.92,12879,0.0
307,DRREDDY,EQ,1270.0,1245.6,-24.4,-1.92,78967,0.0
308,ETHOSLTD,EQ,2361.3,2316.0,-45.3,-1.92,40,0.0
309,ANSALAPI,BZ,4.19,4.27,0.08,1.91,15,0.0
310,TEGA,EQ,1566.8,1596.8,30.0,1.91,375,0.0
311,ZTECH,SM,590.7,602.0,11.3,1.91,300,0.0
312,JUBLFOOD,EQ,442.15,433.7,-8.45,-1.91,11804,0.0
313,HAVISHA,BE,1.59,1.62,0.03,1.89,10557,0.0
314,TVTODAY,EQ,114.42,112.26,-2.16,-1.89,72,0.0
315,PARASPETRO,BE,2.13,2.17,0.04,1.88,865,0.0
316,SAMHI,EQ,153.88,151.0,-2.88,-1.87,8502,0.0
317,INOXINDIA,EQ,1411.4,1385.0,-26.4,-1.87,3660,0.0
318,GEECEE,EQ,296.4,301.9,5.5,1.86,6,0.0
319,MAXIND,EQ,167.88,171.0,3.12,1.86,10,0.0
320,IL&FSENGG,BZ,26.88,26.38,-0.5,-1.86,1,0.0
321,KANORICHEM,EQ,91.81,90.1,-1.71,-1.86,14,0.0
322,DANISH,SM,877.2,893.4,16.2,1.85,600,0.0
323,SHALBY,EQ,158.05,160.97,2.92,1.85,801,0.0
324,NECLIFE,BE,12.96,13.2,0.24,1.85,10,0.0
325,GRAVISSHO,EQ,27.1,26.6,-0.5,-1.85,56,0.0
326,DJML,BE,93.23,94.95,1.72,1.84,26,0.0
327,WPIL,EQ,433.1,425.15,-7.95,-1.84,110,0.0
328,ICEMAKE,EQ,767.15,753.0,-14.15,-1.84,109,0.0
329,RPPINFRA,EQ,72.87,74.2,1.33,1.83,20,0.0
330,MEP,BZ,1.09,1.11,0.02,1.83,502,0.0
331,VENKEYS,EQ,1678.7,1709.5,30.8,1.83,831,0.0
332,NITCO,EQ,98.21,100.0,1.79,1.82,7665,0.0
333,KOPRAN,EQ,150.38,147.65,-2.73,-1.82,2228,0.0
334,NAGAFERT,BZ,3.87,3.94,0.07,1.81,2655,0.0
335,FLYSBS,SM,427.75,420.0,-7.75,-1.81,800,0.0
336,IRMENERGY,EQ,291.75,297.0,5.25,1.8,3993,0.0
337,ELGIRUBCO,EQ,49.98,50.88,0.9,1.8,3,0.0
338,KRITI,BE,83.5,82.0,-1.5,-1.8,100,0.0
339,PDMJEPAPER,EQ,81.48,82.94,1.46,1.79,125,0.0
340,SIGNPOST,EQ,281.85,286.9,5.05,1.79,485,0.0
341,GULFOILLUB,EQ,947.65,930.65,-17.0,-1.79,91,0.0
342,AEQUS,EQ,180.23,177.0,-3.23,-1.79,18956,0.0
343,GVKPIL,BE,3.38,3.32,-0.06,-1.78,36043,0.0
344,SUDARCOLOR,EQ,343.1,337.0,-6.1,-1.78,1,0.0
345,UNITECH,EQ,4.52,4.6,0.08,1.77,17177,0.0
346,AEROENTER,EQ,101.93,103.72,1.79,1.76,1500,0.0
347,PRADPME,EQ,374.65,381.25,6.6,1.76,6,0.0
348,AVADHSUGAR,BE,496.75,488.0,-8.75,-1.76,10,0.0
349,CIFL,EQ,28.5,29.0,0.5,1.75,43,0.0
350,AIIL,EQ,478.35,470.0,-8.35,-1.75,2995,0.0
351,PIXTRANS,EQ,1525.5,1552.0,26.5,1.74,289,0.0
352,AIRAN,EQ,16.05,15.77,-0.28,-1.74,133,0.0
353,BODALCHEM,EQ,69.37,68.16,-1.21,-1.74,1506,0.0
354,MBEL,EQ,290.3,285.25,-5.05,-1.74,1579,0.0
355,MALUPAPER,EQ,32.44,33.0,0.56,1.73,1,0.0
356,JMA,EQ,85.42,86.9,1.48,1.73,1,0.0
357,BETA,EQ,1361.6,1338.0,-23.6,-1.73,290,0.0
358,EMBDL,EQ,68.04,69.21,1.17,1.72,16791,0.0
359,VMARCIND,SM,1179.85,1200.0,20.15,1.71,500,0.0
360,UGARSUGAR,EQ,41.48,42.19,0.71,1.71,2141,0.0
361,QUICKHEAL,EQ,207.45,211.0,3.55,1.71,9288,0.0
362,RGL,EQ,108.35,106.5,-1.85,-1.71,2134,0.0
363,VPRPL,BE,41.52,40.81,-0.71,-1.71,325,0.0
364,JASH,EQ,410.1,403.15,-6.95,-1.69,105,0.0
365,UFO,EQ,72.78,74.0,1.22,1.68,1,0.0
366,RAJRILTD,BE,20.36,20.7,0.34,1.67,1,0.0
367,PTCIL,EQ,17142.0,16855.0,-287.0,-1.67,27,0.0
368,HTMEDIA,EQ,21.57,21.21,-0.36,-1.67,3,0.0
369,SMARTLINK,EQ,148.49,146.01,-2.48,-1.67,108,0.0
370,RTNINDIA,EQ,34.31,34.88,0.57,1.66,25420,0.0
371,VADILALIND,EQ,4307.3,4379.0,71.7,1.66,25,0.0
372,JSWHL,EQ,12339.0,12544.0,205.0,1.66,11,0.0
373,NIMBSPROJ,EQ,225.0,221.26,-3.74,-1.66,368,0.0
374,KCP,EQ,161.21,163.87,2.66,1.65,4650,0.0
375,BANCOINDIA,EQ,593.25,603.0,9.75,1.64,1217,0.0
376,QUESS,EQ,208.61,212.0,3.39,1.63,3038,0.0
377,20MICRONS,EQ,174.65,177.5,2.85,1.63,2190,0.0
378,HUHTAMAKI,EQ,172.91,170.1,-2.81,-1.63,1700,0.0
379,PARACABLES,EQ,54.22,55.1,0.88,1.62,20196,0.0
380,VHL,EQ,3640.1,3581.0,-59.1,-1.62,5,0.0
381,DODLA,EQ,1101.2,1118.9,17.7,1.61,104,0.0
